-5	-0.043545	0.142363
-4.9	-0.069448	0.142363
-4.8	0.27852	0.142363
-4.7	0.050277	0.142363
-4.6	0.3163	0.142363
-4.5	0.026457	0.142363
-4.4	0.019972	0.142363
-4.3	0.11946	0.142363
-4.2	-0.059453	0.142363
-4.1	-0.021593	0.142363
-4	0.068914	0.142363
-3.9	0.18916	0.142363
-3.8	0.13603	0.142363
-3.7	-0.24887	0.142363
-3.6	0.096871	0.142363
-3.5	0.13034	0.142363
-3.4	0.045851	0.142363
-3.3	-0.013519	0.142363
-3.2	0.08619	0.142363
-3.1	0.071601	0.142363
-3	0.15097	0.142363
-2.9	0.5979	0.142363
-2.8	0.4484	0.142363
-2.7	0.37236	0.142363
-2.6	0.354	0.142363
-2.5	0.4709	0.142363
-2.4	0.69727	0.142363
-2.3	0.82452	0.142363
-2.2	0.81569	0.142363
-2.1	1.1905	0.142363
-2	1.0237	0.142363
-1.9	1.4063	0.142363
-1.8	1.2694	0.142363
-1.7	1.6735	0.142363
-1.6	1.6774	0.142363
-1.5	1.6708	0.142363
-1.4	1.8992	0.142363
-1.3	2.2428	0.142363
-1.2	2.1962	0.142363
-1.1	2.3875	0.142363
-1	2.7253	0.142363
-0.9	3.0154	0.142363
-0.8	2.9018	0.142363
-0.7	2.6278	0.142363
-0.6	3.3114	0.142363
-0.5	3.4363	0.142363
-0.4	3.2676	0.142363
-0.3	3.3962	0.142363
-0.2	3.1639	0.142363
-0.1	3.3255	0.142363
0	3.216	0.142363
0.1	2.933	0.142363
0.2	3.2432	0.142363
0.3	3.0019	0.142363
0.4	2.6602	0.142363
0.5	2.7023	0.142363
0.6	2.5534	0.142363
0.7	2.455	0.142363
0.8	2.1882	0.142363
0.9	2.0701	0.142363
1	1.7964	0.142363
1.1	1.7324	0.142363
1.2	1.8165	0.142363
1.3	1.333	0.142363
1.4	1.2837	0.142363
1.5	1.1434	0.142363
1.6	1.2195	0.142363
1.7	0.98114	0.142363
1.8	0.94158	0.142363
1.9	0.86419	0.142363
2	0.79253	0.142363
2.1	0.52609	0.142363
2.2	0.56038	0.142363
2.3	0.34036	0.142363
2.4	0.18723	0.142363
2.5	0.20092	0.142363
2.6	0.28949	0.142363
2.7	0.25623	0.142363
2.8	0.23665	0.142363
2.9	0.41972	0.142363
3	0.011492	0.142363
3.1	-0.07092	0.142363
3.2	-0.15091	0.142363
3.3	0.25199	0.142363
3.4	0.12749	0.142363
3.5	0.16105	0.142363
3.6	0.082538	0.142363
3.7	0.00057354	0.142363
3.8	-0.23022	0.142363
3.9	-0.23211	0.142363
4	-0.35406	0.142363
4.1	0.081988	0.142363
4.2	-0.057235	0.142363
4.3	-0.037985	0.142363
4.4	0.13099	0.142363
4.5	-0.11149	0.142363
4.6	-0.0281	0.142363
4.7	0.094847	0.142363
4.8	-0.020607	0.142363
4.9	-0.063268	0.142363
